gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_chembl_id	PMIDs
PIK3CA	PIK3CA	5290	OncoKB		Fulvestrant	Fulvestrant	FULVESTRANT	CHEMBL1358	27672108,25877889,25172762,22653967,21169255,23721513,21362200,22355357,22188813,23136191,22065080,20881279,24076665,24900266,24561032,24608574,23850807,24310736,22049316,23726034,23258246,22340590,23662903,23903756,24244612
	699		GuideToPharmacologyInteractions	channel blocker	4270	NPPB	5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]	CHEMBL1256759	
HRAS	HRAS	3265	NCI		BEVACIZUMAB	BEVACIZUMAB	BEVACIZUMAB	CHEMBL1201583	15998951
	PI3KCG		ClearityFoundationClinicalTrial		XL147	XL147	PILARALISIB (CHEMBL3218575)	CHEMBL3218575	
OPRM1	P35372	4988	TdgClinicalTrial		METHADONE	METHADONE	METHADONE	CHEMBL651	
PIK3CB	PIK3CB	5291	MyCancerGenome	inhibitor	PKI-587	PKI-587	GEDATOLISIB	CHEMBL592445	
PIK3C2A	PIK3C2A	5286	MyCancerGenome	inhibitor	SF1126	SF1126	SF-1126	CHEMBL2326966	
CHRNE	ACHRE	1145	ChemblInteractions	antagonist	CHEMBL1200641	CISATRACURIUM BESYLATE	CISATRACURIUM BESYLATE	CHEMBL1200641	
PTGS1	PTGS1	5742	NCI		ANTIVIRAL	ANTIVIRAL	ZIDOVUDINE	CHEMBL129	18049160
GABRA1	P14867	2554	TdgClinicalTrial		DIAZEPAM	DIAZEPAM	DIAZEPAM	CHEMBL12	
MTNR1B	288	4544	GuideToPharmacologyInteractions	antagonist	7773	UCM 724			
APOB	P04114	338	TdgClinicalTrial		MIPOMERSEN	MIPOMERSEN	MIPOMERSEN	CHEMBL2219536	
GABRA2	405	2555	GuideToPharmacologyInteractions	allosteric modulator	4347	ZK93426	CHEMBL302715	CHEMBL302715	
GNA11	GNA11	2767	CKB		TAK-733	TAK-733	TAK-733	CHEMBL1615025	22515704
DRD3	P35462	1814	TEND		METHOTRIMEPRAZINE	METHOTRIMEPRAZINE	LEVOMEPROMAZINE	CHEMBL1764	
SLC12A1	Q13621	6557	TEND		TORASEMIDE	TORASEMIDE	TORSEMIDE	CHEMBL1148	
BDKRB1	41	623	GuideToPharmacologyInteractions	antagonist	664	CHROMAN 28	CHEMBL415848	CHEMBL415848	
PIK3CA	PIK3CA	5290	MyCancerGenome	inhibitor	PX-866	PX-866	SONOLISIB	CHEMBL411907	
GFAP	GFAP	2670	NCI		VIT C	VIT C	ASCORBATE	CHEMBL196	16608072
TNF	TNF	7124	NCI		PROPYLTHIOURACIL	PROPYLTHIOURACIL	PROPYLTHIOURACIL	CHEMBL1518	15119959
ITGAM	ITGAM	3684	NCI		FENTANYL	FENTANYL	FENTANYL	CHEMBL596	15098168
PTGFR	344	5737	GuideToPharmacologyInteractions	agonist	1919	SULPROSTONE	SULPROSTONE	CHEMBL1472830	
NPY1R	TTDC00193	4886	TTD	antagonist	DCL000718	BENZYLAMINE DERIVATIVE			
GRM8	296	2918	GuideToPharmacologyInteractions	antagonist	1415	MPPG	CHEMBL86508	CHEMBL86508	
CD3E	2742	916	GuideToPharmacologyInteractions	antibody	7385	CATUMAXOMAB	CATUMAXOMAB	CHEMBL2108581	
PIK3R5	PIK3R5	23533	MyCancerGenomeClinicalTrial	inhibitor	PKI-587	PKI-587	GEDATOLISIB	CHEMBL592445	
PTH2R	332	5746	GuideToPharmacologyInteractions	antagonist	1827	TIP39-(7-39) (HUMAN/BOVINE)			
SCN8A	MED	6334	ChemblInteractions	blocker	CHEMBL1889140	ROPIVACAINE HYDROCHLORIDE	ROPIVACAINE HYDROCHLORIDE	CHEMBL1889140	
CHRNB2	CHRNB2	1141	ChemblInteractions	agonist	CHEMBL111659	ALTINICLINE	ALTINICLINE	CHEMBL111659	
KCNH2	572	3757	GuideToPharmacologyInteractions	activator	7656	ICA-105574			
MGMT	MGMT	4255	NCI		MAFOSFAMIDE	MAFOSFAMIDE	MAFOSFAMIDE	CHEMBL59990	8621235
MBP	MBP	4155	NCI		QUERCETIN	QUERCETIN	QUERCETIN	CHEMBL50	9482255
SCN11A	SCN12A	11280	ChemblInteractions	blocker	CHEMBL1200597	ETIDOCAINE HYDROCHLORIDE	ETIDOCAINE HYDROCHLORIDE	CHEMBL1200597	
TRPV1	TTDC00049	7442	TTD	blocker	DCL000178	NGD-8243	NGD-8243	CHEMBL3545227	
GGPS1	643	9453	GuideToPharmacologyInteractions	inhibitor	7976	BPH-629	CHEMBL411274	CHEMBL411274	
GRIA1	P42261	2890	TEND		PHENOBARBITAL	PHENOBARBITAL	PHENOBARBITAL	CHEMBL40	
CACNA1H	CACNA1H	8912	ChemblInteractions	blocker	CHEMBL696	ETHOSUXIMIDE	ETHOSUXIMIDE	CHEMBL696	
DRD5	TTDS00015	1816	TTD	agonist	DAP000281	APOMORPHINE			
	1170		GuideToPharmacologyInteractions		4543	[3H]ALANINE			
OPRD1	317	4985	GuideToPharmacologyInteractions	agonist	1626	FENTANYL	FENTANYL	CHEMBL596	
	TTDS00046		TTD	inhibitor	DAP000119	ACETYLDIGITOXIN	ACETYLDIGITOXIN	CHEMBL3545057	
GPR139	130	124274	GuideToPharmacologyInteractions	antagonist	8774	LP-471756			
NOS2	1250	4843	GuideToPharmacologyInteractions	inhibitor	5231	NIL	NILOTINIB	CHEMBL255863	
OPRM1	319	4988	GuideToPharmacologyInteractions	antagonist	1638	NALOXONE	NALOXONE	CHEMBL80	
KCNB2	547	9312	GuideToPharmacologyInteractions	channel blocker	2343	TETRAETHYLAMMONIUM			
	379		GuideToPharmacologyInteractions	allosteric modulator	708	MG2+	MAGNESIUM	CHEMBL2146125	
LIPE	2593	3991	GuideToPharmacologyInteractions	inhibitor	6702	COMPOUND 41 [PMID: 15026062]	CHEMBL49895	CHEMBL49895	
GRB14	GRB14	2888	NCI		INSULIN	INSULIN			12242277
ADRB3	ADRB3R	155	ChemblInteractions	agonist	CHEMBL279260	RAFABEGRON	RAFABEGRON	CHEMBL279260	
CDC7	CDC7L1	8317	ChemblInteractions	inhibitor	CHEMBL3544943	BMS-863233	BMS-863233 (CHEMBL3544943)	CHEMBL3544943	
CDK2	1973	1017	GuideToPharmacologyInteractions	inhibitor	5662	AT-7519	AT-7519	CHEMBL445813	
AURKC	AIE2	6795	ChemblInteractions	inhibitor	CHEMBL572878	TOZASERTIB	TOZASERTIB	CHEMBL572878	
CDKN1B	CDKN1B	1027	NCI		IL-12	IL-12	PROXYPHYLLINE	CHEMBL37390	12097373
CNR1	P21554	1268	TdgClinicalTrial		DRONABINOL	DRONABINOL	DRONABINOL	CHEMBL465	
CDK5	1977	1020	GuideToPharmacologyInteractions	inhibitor	5927	AMINOPURVALANOL A			
BRAF	BRAF	673	OncoKB		Vemurafenib	Vemurafenib	VEMURAFENIB	CHEMBL1229517	23020132,22608338,19001320,19884556,23846731,24508103,25399551,25287827,23051966,20818844,23733758,26776917,23617957,25265494,22663011,22448344,26287849,25265492,22735384,25466451,23918947,24888229,25089220,26200454,20619739,22743296,27080216
GSR	GSR	2936	NCI		CARVEDILOL	CARVEDILOL	CARVEDILOL	CHEMBL723	18498919
HMOX1	P09601	3162	TdgClinicalTrial		STANNSOPORFIN	STANNSOPORFIN			
SCN11A	SCN12A	11280	ChemblInteractions	blocker	CHEMBL220492	TOPIRAMATE	TOPIRAMATE	CHEMBL220492	
GABRA1	GABRA1	2554	ChemblInteractions		CHEMBL407	FLUMAZENIL	FLUMAZENIL	CHEMBL407	
AQP9	696	366	GuideToPharmacologyInteractions	inhibitor	4215	HG2+			
MTOR	MTOR	2475	CIViC		EVEROLIMUS	EVEROLIMUS	EVEROLIMUS	CHEMBL1908360	24625776,25295501
HMGCR	HMGCR	3156	ChemblInteractions	inhibitor	CHEMBL1200563	CERIVASTATIN SODIUM	CERIVASTATIN SODIUM	CHEMBL1200563	
GABRA6	GABRA6	2559	ChemblInteractions		CHEMBL1341	METHOXYFLURANE	METHOXYFLURANE	CHEMBL1341	
IL1A	IL1A	3552	NCI		MITOMYCIN-C	MITOMYCIN-C	MITOMYCIN	CHEMBL105	8195120
PIK3CA	PIK3CA	5290	MyCancerGenome	inhibitor	SOPHORETIN	SOPHORETIN	QUERCETIN	CHEMBL50	
PDGFRB	P09619	5159	TEND		SUNITINIB	SUNITINIB	SUNITINIB	CHEMBL535	
AURKA	AURORA A	6790	TALC	inhibitor	CYC116	CYC116	CYC-116	CHEMBL482967	
SCN9A	NENA	6335	ChemblInteractions	blocker	CHEMBL1201023	ORPHENADRINE (CHLORIDE)	ORPHENADRINE (CHLORIDE)	CHEMBL1201023	
HTR1A	TTDS00098	3350	TTD	antagonist	DCL000663	XALIPRODEN	XALIPRODEN	CHEMBL1512580	
GLS	2891	2744	GuideToPharmacologyInteractions	inhibitor	9053	CB-839			
GRIK5	Q16478	2901	TdgClinicalTrial		TEZAMPANEL	TEZAMPANEL	TEZAMPANEL	CHEMBL14935	
BRAF	BRAF	673	TALC	inhibitor	LGX818	LGX818	ENCORAFENIB	CHEMBL3301612	
GRM2	290	2912	GuideToPharmacologyInteractions	allosteric modulator	6331	[3H]JNJ-40068782			
BRCA1	BRCA1	672	CIViC		RUCAPARIB	RUCAPARIB	RUCAPARIB	CHEMBL1173055	27908594
HTR2C	8	3358	GuideToPharmacologyInteractions	agonist	152	α-METHYL-5-HT			
TUBB6	TUBB6	84617	ChemblInteractions		CHEMBL2105643	FOSBRETABULIN TROMETHAMINE	FOSBRETABULIN TROMETHAMINE	CHEMBL2105643	
SLC2A4	SLC2A4	6517	NCI		STREPTOZOCIN	STREPTOZOCIN	STREPTOZOTOCIN	CHEMBL1651906	2354749
HDAC3	2617	8841	GuideToPharmacologyInteractions	inhibitor	9426	CITARINOSTAT			
PDE4C	Q08493	5143	TdgClinicalTrial		IBUDILAST	IBUDILAST	IBUDILAST	CHEMBL19449	
CYP1A2	CYP1A2	1544	NCI		ECHINACEA	ECHINACEA			14749695
DPP4	TTDS00093	1803	TTD	inhibitor	DCL000648	TAK-100	CHEMBL1672127	CHEMBL1672127	
HTR6	11	3362	GuideToPharmacologyInteractions	agonist	262	[3H]5-CT			
PTGDR2	339	11251	GuideToPharmacologyInteractions	agonist	1883	PGE2	DINOPROSTONE	CHEMBL548	
ACHE	ACHE	43	ChemblInteractions	inhibitor	CHEMBL215645	RIVASTIGMINE TARTRATE	RIVASTIGMINE TARTRATE	CHEMBL215645	
AKT1	PKB	207	ChemblInteractions	inhibitor	CHEMBL3545143	SR-13668	SR-13668	CHEMBL3545143	
MPO	MPO	4353	NCI		LORATADINE	LORATADINE	LORATADINE	CHEMBL998	17159802
IL1R1	IL1R1	3554	NCI		AS101	AS101	CHLORFENSON	CHEMBL499017	7539780
CHRM1	TTDS00002	1128	TTD	antagonist	DAP001116	GLYCOPYRROLATE	GLYCOPYRROLATE	CHEMBL1201335	
M6PR	TTDS00481	4074	TTD	binder	DAP001290	GALSULFASE	GALSULFASE	CHEMBL1201822	
SLC12A3	NCC	6559	ChemblInteractions	inhibitor	CHEMBL1684	BENDROFLUMETHIAZIDE	BENDROFLUMETHIAZIDE	CHEMBL1684	
TSPO	P30536	706	TdgClinicalTrial		ZALEPLON	ZALEPLON	ZALEPLON	CHEMBL1521	
GABRD	GABRD	2563	ChemblInteractions	positive allosteric modulator	CHEMBL1200790	METHYPRYLON	METHYPRYLON	CHEMBL1200790	
IL5	IL5	3567	NCI		INTERLEUKIN-3	INTERLEUKIN-3			8485042
CHRNA7	468	1139	GuideToPharmacologyInteractions	antagonist	4007	α-CONOTOXIN ARIB			
GABRD	GABRD	2563	ChemblInteractions	positive allosteric modulator	CHEMBL931	HALOTHANE	HALOTHANE	CHEMBL931	
FLT4	VEGFR-3	2324	TALC	inhibitor	AXITINIB	AXITINIB	AXITINIB	CHEMBL1289926	
DRD4	P21917	1815	TdgClinicalTrial		OLANZAPINE	OLANZAPINE	OLANZAPINE	CHEMBL715	
CD79A	TTDC00136	973	TTD	binder	DCL000099	CYT 99007			
EDNRA	P25101	1909	TdgClinicalTrial		AMBRISENTAN	AMBRISENTAN	AMBRISENTAN	CHEMBL1111	
IL10	IL10	3586	NCI		CLARITHROMYCIN	CLARITHROMYCIN	CLARITHROMYCIN	CHEMBL1741	16815316
LOH19CR1	LOH19CR1	8378	NCI		RITUXIMAB	RITUXIMAB	RITUXIMAB	CHEMBL1201576	15813920
FGFR1	1808	2260	GuideToPharmacologyInteractions	inhibitor	9601	ANLOTINIB	Anlotinib	CHEMBL3545021	
CTGF	CTGF	1490	NCI		TRIIODOTHYRONINE	TRIIODOTHYRONINE	LIOTHYRONINE SODIUM	CHEMBL1201119	11250650
RAD50	RAD50	10111	CGI		CHK1/2 inhibitor	CHK1/2 inhibitor			
AMH	464	268	GuideToPharmacologyInteractions	agonist	3979	[3H]CYTISINE			
ADRB2	ADRB2R	154	ChemblInteractions	antagonist	CHEMBL2012520	LY377604	LY377604	CHEMBL2012520	
KCNQ4	563	9132	GuideToPharmacologyInteractions	activator	7664	NC00075159			
HDAC11	HDAC11	79885	ChemblInteractions	inhibitor	CHEMBL1213490	ROMIDEPSIN	ROMIDEPSIN	CHEMBL1213490	
CD52	CD52	1043	NCI		ANDROGENS	ANDROGENS			10737964
CARTPT	CARTPT	9607	NCI		INSULIN	INSULIN			12883265
	561		GuideToPharmacologyInteractions	activator	2601	RETIGABINE	EZOGABINE	CHEMBL41355	
AKT1	AKT1	207	CIViC		AZD5363	AZD5363	AZD-5363	CHEMBL2178577	26351323
RPS6KA5	1523	9252	GuideToPharmacologyInteractions	inhibitor	8131	COMPOUND 24 [PMID: 15955699]			
MMP1	CLG	4312	ChemblInteractions	inhibitor	CHEMBL1200699	DOXYCYCLINE HYDRATE	DOXYCYCLINE HYDRATE	CHEMBL1200699	
CHRNB1	ACHRB	1140	ChemblInteractions	antagonist	CHEMBL1739	METOCURINE IODIDE	METOCURINE IODIDE	CHEMBL1739	
SHBG	SHBG	6462	NCI		3-HYDROXYTAMOXIFEN	3-HYDROXYTAMOXIFEN	DROLOXIFENE	CHEMBL487	7561649
AMH	AMH	268	NCI		HORMONES	HORMONES			12428210
CYP11B1	P15538	1584	TEND		METYRAPONE	METYRAPONE	METYRAPONE	CHEMBL934	
NPY4R	307	5540	GuideToPharmacologyInteractions	agonist	3800	[125I]PP (HUMAN)			
CA2	CA2	760	ChemblInteractions	inhibitor	CHEMBL220492	TOPIRAMATE	TOPIRAMATE	CHEMBL220492	
IL17RA	IL17R	23765	ChemblInteractions	antagonist	CHEMBL1742996	BRODALUMAB	BRODALUMAB	CHEMBL1742996	
ADRA2A	P08913	150	TEND		GUANFACINE	GUANFACINE	GUANFACINE	CHEMBL862	
ELANE	TTDS00448	1991	TTD	inhibitor	DPR000039	DX-890	DEPELESTAT	CHEMBL2108025	
PGR	NR3C3	5241	ChemblInteractions	antagonist	CHEMBL3545239	PF-05019702	PF-05019702	CHEMBL3545239	
ADRB2	ADRB2R	154	ChemblInteractions	agonist	CHEMBL1200833	DIPIVEFRIN HYDROCHLORIDE	DIPIVEFRIN HYDROCHLORIDE	CHEMBL1200833	
GSTP1	GSTP1	2950	NCI		CAMPTOTHECIN	CAMPTOTHECIN	CAMPTOTHECIN	CHEMBL65	15500952
KCNQ4	TTDS00149	9132	TTD	activator	DAP001422	RETIGABINE	EZOGABINE	CHEMBL41355	
GRM1	289	2911	GuideToPharmacologyInteractions	allosteric modulator	3347	LY456066			
KIT	KIT	3815	DoCM		IMATINIB	IMATINIB	IMATINIB	CHEMBL941	15790786,9438854,21159146,21689725,20088873,24045550,18936790,7530509,15236194,19164557,15201427,15972446,16384925,18024392,15685537,19861435,11276010,21969494,16638875,18986703,21690468,23375402,18980976,22357254,17372901,22504184,24687822,16908931,19175693,16912224,15930355,19812602,23775962,23714533,19671763,25157968,16046538,22932406,17363509,17259998,21642685,16954519,16751810,23582185,22355224,16731599
CRHR1	212	1394	GuideToPharmacologyInteractions	antagonist	3489	ANTALARMIN	ANTALARMIN	CHEMBL296641	
ADRA2A	P08913	150	TdgClinicalTrial		ASENAPINE	ASENAPINE	ASENAPINE (CHEMBL3187365)	CHEMBL3187365	
NMUR1	298	10316	GuideToPharmacologyInteractions	agonist	9009	NM4-C16			
G6PD	G6PD	2539	FDA		Trametinib	Trametinib	TRAMETINIB	CHEMBL2103875	
ADCYAP1R1	370	117	GuideToPharmacologyInteractions	agonist	2269	BAY 55-9837	AZITHROMYCIN	CHEMBL529	
HTR2B	7	3357	GuideToPharmacologyInteractions	agonist	163	BROLAMFETAMINE	BROLAMFETAMINE	CHEMBL6607	
CHRNA4	P43681	1137	TdgClinicalTrial		PENTOBARBITAL	PENTOBARBITAL	PENTOBARBITAL	CHEMBL448	
GABRA3	406	2556	GuideToPharmacologyInteractions	agonist	4259	MUSCIMOL	MUSCIMOL	CHEMBL273481	
ADORA2B	P29274	136	TdgClinicalTrial		REGADENOSON	REGADENOSON	REGADENOSON	CHEMBL317052	
KRAS	KRAS	3845	CKB		Encorafenib	Encorafenib	ENCORAFENIB	CHEMBL3301612	27312529
SLC2A4	SLC2A4	6517	NCI		INDINAVIR	INDINAVIR	INDINAVIR	CHEMBL115	11916910
CHRM1	P11229	1128	TdgClinicalTrial		SUCCINYLCHOLINE	SUCCINYLCHOLINE	SUXAMETHONIUM	CHEMBL703	
SLC6A2	P23975	6530	TdgClinicalTrial		DOV 21947	DOV 21947	AMITIFADINE	CHEMBL592374	
SLC12A3	NCC	6559	ChemblInteractions	inhibitor	CHEMBL842	CHLOROTHIAZIDE	CHLOROTHIAZIDE	CHEMBL842	
SAG	SAG	6295	NCI		FK 506	FK 506	TACROLIMUS	CHEMBL269732	1717008
PIK3CG	PIK3CG	5294	NCI		SIMVASTATIN	SIMVASTATIN	SIMVASTATIN	CHEMBL1064	15337692
SLC1A1	SLC1A1	6505	NCI		STAUROSPORINE	STAUROSPORINE	STAUROSPORINE	CHEMBL388978	12401608,12759177
TAC1	TAC1	6863	NCI		PROTOPORPHYRIN	PROTOPORPHYRIN			9677143
THBS1	THBS1	7057	NCI		GP-120	GP-120			9419208
GRIA3	GLUR3	2892	ChemblInteractions	antagonist	CHEMBL2103869	DASOLAMPANEL	DASOLAMPANEL	CHEMBL2103869	
ADA	ADA	100	NCI		METHOTREXATE	METHOTREXATE	METHOTREXATE	CHEMBL34259	2431676
E2F1	E2F1	1869	NCI		HGF	HGF			11821989,12064460
CYP7B1	CYP7B1	9420	NCI		STREPTOZOTOCIN	STREPTOZOTOCIN	STREPTOZOTOCIN	CHEMBL1651906	8435090
GLRB	427	2743	GuideToPharmacologyInteractions	allosteric modulator	566	ZN2+	ZINC ION	CHEMBL1236970	
PIK3CD	PIK3CD	5293	MyCancerGenome	inhibitor	BAY80-6946	BAY80-6946	COPANLISIB	CHEMBL3218576	
MAP3K7	2082	6885	GuideToPharmacologyInteractions	inhibitor	8196	COMPOUND 17D [PMID: 23099093]			
PFKFB3	2937	5209	GuideToPharmacologyInteractions	inhibitor	9562	PFK15			
FCGR3B	FCGR3B	2215	NCI		PENICILLIN	PENICILLIN	PENICILLIN G POTASSIUM	CHEMBL1223	17257217
AVPR2	368	554	GuideToPharmacologyInteractions	agonist	2175	[3H]AVP (HUMAN, MOUSE, RAT)			
GRM1	289	2911	GuideToPharmacologyInteractions	allosteric modulator	6346	COMPOUND 23E [PMID: 17929793]	CHEMBL236994	CHEMBL236994	
FDPS	P14324	2224	TEND		PAMIDRONATE	PAMIDRONATE	PAMIDRONIC ACID	CHEMBL834	
FLT3	P36888	2322	TdgClinicalTrial		SUNITINIB	SUNITINIB	SUNITINIB	CHEMBL535	
FGFR2	P21802	2263	TdgClinicalTrial		PI-88	PI-88			
PIM1	2158	5292	GuideToPharmacologyInteractions	inhibitor	8214	COMPOUND 14K [PMID: 21982499]			
CTLA4	CTLA4	1493	CancerCommons	antibody	IPILIMUMAB	IPILIMUMAB	IPILIMUMAB	CHEMBL1789844	
GRIA4	447	2893	GuideToPharmacologyInteractions	allosteric modulator	4219	IDRA-21	CHEMBL77862	CHEMBL77862	
PIK3CD	2155	5293	GuideToPharmacologyInteractions	inhibitor	8059	AZD6482	AZD-6482	CHEMBL2165191	
TGFBR3	TGFBR3	7049	NCI		GM-CSF	GM-CSF	REGRAMOSTIM	CHEMBL2107881	12471017
UGT1A10	UGT1A10	54575	NCI		TROGLITAZONE	TROGLITAZONE	TROGLITAZONE	CHEMBL408	12433820
PIK3CD	2155	5293	GuideToPharmacologyInteractions	inhibitor	8527	AZD8186	AZD-8186	CHEMBL3545424	
CHRM3	15	1131	GuideToPharmacologyInteractions	agonist	298	CARBACHOL			
PARP1	PARP1	142	MyCancerGenomeClinicalTrial	inhibitor	VELIPARIB	VELIPARIB	VELIPARIB	CHEMBL506871	
AR	DHTR	367	ChemblInteractions	modulator	CHEMBL3545333	MK-0773	MK-0773	CHEMBL3545333	
LPAR4	94	2846	GuideToPharmacologyInteractions	antagonist	6991	[1-BROMO-(3S)-HYDROX-4-(PALMITOYLOXY)BUTYL]PHOSPHATE			
FOS	FOS	2353	NCI		URSODEOXYCHOLIC ACID	URSODEOXYCHOLIC ACID	URSODIOL	CHEMBL1551	11033072
DRD4	DRD4	1815	ChemblInteractions	agonist	CHEMBL1275	PERGOLIDE MESYLATE	PERGOLIDE MESYLATE	CHEMBL1275	
CCKAR	76	886	GuideToPharmacologyInteractions	antagonist	3476	[3H]DEVAZEPIDE	GLIMEPIRIDE	CHEMBL1481	
NR3C1	GRL	2908	ChemblInteractions	agonist	CHEMBL384467	DEXAMETHASONE	DEXAMETHASONE	CHEMBL384467	
PIK3CA	PIK3CA	5290	CKB		BAY1082439	BAY1082439	BAY-1082439	CHEMBL3545245	
KIT	KIT	3815	MyCancerGenome	inhibitor	IMATINIB	IMATINIB	IMATINIB	CHEMBL941	
TRPM4	496	54795	GuideToPharmacologyInteractions	channel blocker	4114	9-PHENANTHROL			
GABRG3	GABRG3	2567	ChemblInteractions	positive allosteric modulator	CHEMBL30219	METHOHEXITAL SODIUM	METHOHEXITAL SODIUM	CHEMBL30219	
HTR3A	TTDS00106	3359	TTD	agonist	DAP000221	ONDANSETRON	ONDANSETRON	CHEMBL46	
CHRM3	CHRM3	1131	ChemblInteractions	antagonist	CHEMBL1200906	OXYPHENONIUM BROMIDE	OXYPHENONIUM BROMIDE	CHEMBL1200906	
SULT2A1	SULT2A1	6822	NCI		OXANDROLONE	OXANDROLONE	OXANDROLONE	CHEMBL1200436	8319371
PIK3CG	PIK3CG	5294	NCI		COLCHICINE	COLCHICINE	COLCHICINE	CHEMBL107	9434625
CDKN1B	CDKN1B	1027	NCI		STREPTOZOTOCIN	STREPTOZOTOCIN	STREPTOZOTOCIN	CHEMBL1651906	11978652
IKBKB	2039	3551	GuideToPharmacologyInteractions	inhibitor	9357	BI605906			
HTR3A	P46098	3359	TdgClinicalTrial		GRANISETRON	GRANISETRON	GRANISETRON	CHEMBL289469	
LCK	2053	3932	GuideToPharmacologyInteractions	inhibitor	8836	PP1	CHEMBL306380	CHEMBL306380	
MET	MET	4233	MyCancerGenome	antibody	ONARTUZUMAB	ONARTUZUMAB	ONARTUZUMAB	CHEMBL1743051	
AKR1C3	AKR1C3	8644	NCI		NSAID	NSAID			14996743
ADORA3	21	140	GuideToPharmacologyInteractions	antagonist	2559	NICARDIPINE	NICARDIPINE	CHEMBL1484	
FLT4	VEGFR3	2324	ChemblInteractions	inhibitor	CHEMBL377300	BRIVANIB	BRIVANIB	CHEMBL377300	
CDK4	1976	1019	GuideToPharmacologyInteractions	inhibitor	7382	ABEMACICLIB	ABEMACICLIB	CHEMBL3301610	
ADRB1	P08588	153	TdgClinicalTrial		METOPROLOL	METOPROLOL	METOPROLOL	CHEMBL13	
PRMT3	1254	10196	GuideToPharmacologyInteractions	inhibitor	8955	MS023	PREGNENOLONE	CHEMBL253363	
UBE2D1	UBE2D1	7321	NCI		DESFERRIOXAMINE	DESFERRIOXAMINE	DEFEROXAMINE	CHEMBL556	9694900
TRPV1	507	7442	GuideToPharmacologyInteractions	channel blocker	4261	NADA			
HSF1	HSF1	3297	NCI		HSP70	HSP70			9499401,9822662
INSR	INSR	3643	ChemblInteractions	agonist	CHEMBL1201545	INSULIN SUSP ISOPHANE BEEF	INSULIN SUSP ISOPHANE BEEF	CHEMBL1201545	
HDAC4	HDAC4	9759	TALC	inhibitor	SODIUM PHENYLBUTYRATE	SODIUM PHENYLBUTYRATE	SODIUM PHENYLBUTYRATE	CHEMBL1746	
PTGS2	P35354	5743	TdgClinicalTrial		TENOXICAM	TENOXICAM	TENOXICAM	CHEMBL302795	
SCN3A	Q9NY46	6328	TdgClinicalTrial		ZONISAMIDE	ZONISAMIDE	ZONISAMIDE	CHEMBL750	
GABRA5	P31644	2558	TdgClinicalTrial		CINOLAZEPAM	CINOLAZEPAM	CINOLAZEPAM	CHEMBL2104926	
ALMS1	428	7840	GuideToPharmacologyInteractions	channel blocker	2368	CYANOTRIPHENYLBORATE			
EGFR	1797	1956	GuideToPharmacologyInteractions	antibody	8090	NECITUMUMAB	NECITUMUMAB	CHEMBL1743047	
TRPV1	507	7442	GuideToPharmacologyInteractions	channel blocker	4311	SB705498	SB-705498	CHEMBL207433	
ERBB2	ERBB2	2064	CGI		Anastrozole	Anastrozole	ANASTROZOLE	CHEMBL1399	
CCKBR	TTDS00043	887	TTD	antagonist	DPR000051	GG-8573			
PPARA	593	5465	GuideToPharmacologyInteractions	agonist	6691	CP-775146			
RXRA	NR2B1	6256	ChemblInteractions	agonist	CHEMBL1131	ACITRETIN	ACITRETIN	CHEMBL1131	
KLK3	KLK3	354	NCI		GENISTEIN	GENISTEIN	GENISTEIN	CHEMBL44	10811979
ERBB3	HER3	2065	TALC	antibody	U3-1287	U3-1287	AMG-888	CHEMBL2109396	
KMT2A	KMT2A	4297	CKB		I-BET151	I-BET151	CHEMBL2017291	CHEMBL2017291	27294782
NDUFA7	NDUFA7	4701	ChemblInteractions	inhibitor	CHEMBL3545135	NV-128	NV-128	CHEMBL3545135	
DRD2	TTDS00012	1813	TTD	agonist	DAP001497	NEMONAPRIDE	NEMONAPRIDE	CHEMBL20734	
OPRK1	318	4986	GuideToPharmacologyInteractions	agonist	1621	DYNORPHIN A-(1-8)			
PSMD8	PSMD8	5714	ChemblInteractions	inhibitor	CHEMBL3545432	IXAZOMIB CITRATE	IXAZOMIB CITRATE	CHEMBL3545432	
SLC6A3	Q01959	6531	TdgClinicalTrial		ARMODAFINIL	ARMODAFINIL	ARMODAFINIL	CHEMBL1201192	
CDKN1A	CDKN1A	1026	NCI		CASPASE INHIBITOR	CASPASE INHIBITOR			15122333
SSTR2	356	6752	GuideToPharmacologyInteractions	agonist	2036	BIM 23056	CHEMBL410596	CHEMBL410596	
BRCA2	BRCA2	675	CKB		ABT-767	ABT-767			
ITGB3	P05106	3690	TdgClinicalTrial		ABCIXIMAB	ABCIXIMAB	ABCIXIMAB	CHEMBL1201584	
GABRP	GABRP	2568	ChemblInteractions	positive allosteric modulator	CHEMBL1200790	METHYPRYLON	METHYPRYLON	CHEMBL1200790	
MCHR1	280	2847	GuideToPharmacologyInteractions	agonist	1300	P-GUANIDINOBENZOYL-MCH-(7-17)			
GABRA1	P14867	2554	TEND		CINOLAZEPAM	CINOLAZEPAM	CINOLAZEPAM	CHEMBL2104926	
PSMB9	LMP2	5698	ChemblInteractions	inhibitor	CHEMBL3545432	IXAZOMIB CITRATE	IXAZOMIB CITRATE	CHEMBL3545432	
PPARG	595	5468	GuideToPharmacologyInteractions	agonist	2700	MESALAZINE	MESALAMINE	CHEMBL704	
