drug_claim_name	drug_name	chembl_id	drug_claim_source
TALNETANT [INN]	CHEMBL275544	CHEMBL275544	PubChem
DAP001251	ADINAZOLAM	CHEMBL328250	TTD
(2S,4R)-1-ACETYL-N-[(1S)-4-[(AMINOIMINOMETHYL)AMINO]-1-(2-BENZOTHIAZOLYLCARBONYL)BUTYL]-4-HYDROXY-2-PYRROLIDINECARBOXAMIDE	CHEMBL256892	CHEMBL256892	PubChem
CHEMBL1200449	TRIAMCINOLONE DIACETATE	CHEMBL1200449	ChemblInteractions
D-FRUCTOPYRANOSE	CHEMBL2325229	CHEMBL2325229	PubChem
ANTIHYPERTENSIVE AGENT			NCI
LEVCROMAKALIM	LEVCROMAKALIM	CHEMBL100	PubChem
CDK9 INHIBITOR II	CHEMBL215205	CHEMBL215205	PubChem
ARGADIN	ARGADIN	CHEMBL445236	PubChem
PAPP	CHEMBL1256693	CHEMBL1256693	PubChem
223			GuideToPharmacologyInteractions
1638	NALOXONE	CHEMBL80	GuideToPharmacologyInteractions
20880-43-7	N-ACETYLGLUCOSAMINE	CHEMBL447878	PubChem
AMSACRINE	AMSACRINE	CHEMBL43	NCI
GLUFAST	MITIGLINIDE	CHEMBL471498	PubChem
1247	HISTAMINE	CHEMBL90	GuideToPharmacologyInteractions
7445	MIRABEGRON	CHEMBL2095212	GuideToPharmacologyInteractions
CHEMBL393220	ATORVASTATIN CALCIUM	CHEMBL393220	ChemblInteractions
SCH900776	CHEMBL1643208	CHEMBL1643208	PubChem
APRICOXIB	APRICOXIB	CHEMBL1835207	TdgClinicalTrial
245	ZACOPRIDE	CHEMBL18041	GuideToPharmacologyInteractions
LX1031			TdgClinicalTrial
274			GuideToPharmacologyInteractions
IFERANSERIN	IFERANSERIN	CHEMBL2107754	TdgClinicalTrial
VINCRISTINE	VINCRISTINE	CHEMBL90555	TdgClinicalTrial
PROPOFOL	PROPOFOL	CHEMBL526	TEND
1363	LUZINDOLE	CHEMBL286615	GuideToPharmacologyInteractions
DAP000429	MELATONIN	CHEMBL45	TTD
3,5-DIBROMO-L-TYROSINE	3,5 DIBROMOTYROSINE	CHEMBL1232132	PubChem
GANTENERUMAB	GANTENERUMAB	CHEMBL1743025	TdgClinicalTrial
ISOURSODEOXYCHOLIC ACID	URSODIOL	CHEMBL1551	PubChem
GLUCAGON RECEPTOR ANTAGONIST I	CHEMBL179281	CHEMBL179281	PubChem
7929			GuideToPharmacologyInteractions
ALISERTIB	ALISERTIB	CHEMBL483158	PubChem
CIS-PLATINUM	CISPLATIN (CHEMBL2068237)	CHEMBL2068237	NCI
IRALUKAST	IRALUKAST	CHEMBL1206833	PubChem
306	SABCOMELINE	CHEMBL134641	GuideToPharmacologyInteractions
DARIFENACIN	DARIFENACIN	CHEMBL1346	TEND
PEMIROLAST	PEMIROLAST	CHEMBL1201198	PubChem
MMK 1	CHLORPROMAZINE HYDROCHLORIDE	CHEMBL1713	PubChem
CHEMBL2095211	LORCASERIN HYDROCHLORIDE	CHEMBL2095211	ChemblInteractions
CHEMBL2206292	PF-03654764	CHEMBL2206292	ChemblInteractions
DAP001054	SOMATROPIN	CHEMBL1201621	TTD
CHEMBL748	PRALIDOXIME CHLORIDE	CHEMBL748	ChemblInteractions
INECALCITOL	INECALCITOL	CHEMBL2105107	TdgClinicalTrial
XL647	TESEVATINIB	CHEMBL3544983	TALC
SPECTRUM_000897	MEDRYSONE	CHEMBL1201173	PubChem
DOXYCYCLINE	DOXYCYCLINE	CHEMBL1433	NCI
ARSENIC ACID	CHEMBL2374288	CHEMBL2374288	PubChem
6380	DABIGATRAN	CHEMBL48361	GuideToPharmacologyInteractions
64	TERTATOLOL	CHEMBL434200	GuideToPharmacologyInteractions
1894	CLOPROSTENOL (CHEMBL2220404)	CHEMBL2220404	GuideToPharmacologyInteractions
DCL000885	OSEMOZOTAN	CHEMBL1742408	TTD
NGD-4715			PubChem
FLUPENTHIXOL DIHYDROCHLORIDE	CHEMBL1496351	CHEMBL1496351	PubChem
PYY3-36	CHEMBL435278	CHEMBL435278	TdgClinicalTrial
DAP001042	MOMETASONE	CHEMBL1201404	TTD
AMINOCAPROIC ACID	AMINOCAPROIC ACID	CHEMBL1046	TEND
9188	DROPERIDOL	CHEMBL1108	GuideToPharmacologyInteractions
ENMD-2076	ENMD-2076	CHEMBL482968	MyCancerGenome
DAP000845	ZUCLOPENTHIXOL	CHEMBL87385	TTD
DEMCIZUMAB	DEMCIZUMAB	CHEMBL2109384	TdgClinicalTrial
EPINASTINE	EPINASTINE	CHEMBL1106	TEND
EMD 1204831	EMD-1204831	CHEMBL3545053	CKB
PPADS			PubChem
JQ-1			CIViC
DAP000573	METHAMPHETAMINE	CHEMBL1201201	TTD
INDAPAMIDE	INDAPAMIDE	CHEMBL406	TEND
DCL000969	CHEMBL432878	CHEMBL432878	TTD
1865			GuideToPharmacologyInteractions
6042			GuideToPharmacologyInteractions
CHEMBL189475	Ladarixin	CHEMBL189475	ChemblInteractions
PD 174265	CHEMBL188762	CHEMBL188762	PubChem
XL 413 HYDROCHLORIDE			PubChem
4159	CLOMIPHENE	CHEMBL2355051	GuideToPharmacologyInteractions
ENCORAFENIB	ENCORAFENIB	CHEMBL3301612	PubChem
NSC3073	CHEMBL277040	CHEMBL277040	PubChem
6-ETHYL-5-[(2S)-1-(3-METHOXYPROPYL)-2-PHENYL-1,2,3,4-TETRAHYDROQUINOLIN-7-YL]PYRIMIDINE-2,4-DIAMINE			PubChem
8863			GuideToPharmacologyInteractions
CHEMBL93687	CHEMBL93687	CHEMBL93687	PubChem
DCL000338	BENOXAPROFEN	CHEMBL340978	TTD
DCL000720	BERTILIMUMAB	CHEMBL2109103	TTD
MITIGLINIDE	MITIGLINIDE	CHEMBL471498	PubChem
CHEMBL2105682	EDOXABAN TOSYLATE	CHEMBL2105682	ChemblInteractions
CHEMBL1200854	FLUPHENAZINE DECANOATE	CHEMBL1200854	ChemblInteractions
953	PRAMIPEXOLE	CHEMBL301265	GuideToPharmacologyInteractions
PHOSPHOGLYCOLIC ACID	PHOSPHOGLYCOLIC ACID	CHEMBL47181	PubChem
Ruxolitinib	RUXOLITINIB	CHEMBL1789941	CGI
4705	CHEMBL543557	CHEMBL543557	GuideToPharmacologyInteractions
RHO KINASE INHIBITOR	CHEMBL406821	CHEMBL406821	PubChem
CYS			PubChem
UNII-9810NUL4D1	CARMOTEROL	CHEMBL1094785	PubChem
2911			GuideToPharmacologyInteractions
DPR000171			TTD
6223			GuideToPharmacologyInteractions
2028			GuideToPharmacologyInteractions
DAB			NCI
AC1O7GAV	CHEMBL1475972	CHEMBL1475972	PubChem
CORDYCEPIN	CORDYCEPIN	CHEMBL305686	TdgClinicalTrial
DAP000790	MECHLORETHAMINE	CHEMBL427	TTD
CHEMBL580	LORAZEPAM	CHEMBL580	ChemblInteractions
HUPERZINE B	HUPERZINE B	CHEMBL245079	PubChem
ANALGESICS			NCI
206	MESULERGINE	CHEMBL12314	GuideToPharmacologyInteractions
CARDITOXIN	DIGITOXIN	CHEMBL254219	PubChem
4-{2-[(3-NITROBENZOYL)AMINO]PHENOXY}PHTHALIC ACID	CHEMBL326611	CHEMBL326611	PubChem
CHEMBL2107856	IMETELSTAT	CHEMBL2107856	ChemblInteractions
3-NITRO-4-(PROPYLAMINO)BENZOIC ACID	CHEMBL236011	CHEMBL236011	PubChem
TAK-733	TAK-733	CHEMBL1615025	ClearityFoundationClinicalTrial
MIRTAZAPINE	MIRTAZAPINE	CHEMBL654	TdgClinicalTrial
FUP			PubChem
FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	CHEMBL1201765	PubChem
Protriptyline	PROTRIPTYLINE	CHEMBL668	FDA
BALANOL ANALOG 2			PubChem
66508-37-0			PubChem
5224	METYRAPONE	CHEMBL934	GuideToPharmacologyInteractions
3958			GuideToPharmacologyInteractions
GIBBERELLIN A3	GIBBERELLIN A3	CHEMBL1232952	PubChem
DENILEUKIN DIFTITOX	DENILEUKIN DIFTITOX	CHEMBL1201550	TdgClinicalTrial
CHEMBL3545249	GLPG-0555	CHEMBL3545249	ChemblInteractions
CHEMBL2019090	CHEMBL2019090	CHEMBL2019090	PubChem
8539			GuideToPharmacologyInteractions
CHEMBL65375	TIPIRACIL HYDROCHLORIDE	CHEMBL65375	ChemblInteractions
CHEMBL3545272	LAS190792	CHEMBL3545272	ChemblInteractions
CHEMBL260538	ULIPRISTAL ACETATE	CHEMBL260538	ChemblInteractions
TL6			PubChem
8080			GuideToPharmacologyInteractions
734			GuideToPharmacologyInteractions
TRIFLUMIZOLE	TRIFLUMIZOLE	CHEMBL463781	PubChem
PRAZOSIN	PRAZOSIN	CHEMBL2	TdgClinicalTrial
DEXCHLORPHENIRAMINE MALEATE	DEXCHLORPHENIRAMINE MALEATE	CHEMBL1200927	PubChem
p28			CKB
6188	CHEMBL1091720	CHEMBL1091720	GuideToPharmacologyInteractions
296	ARECOLINE	CHEMBL7303	GuideToPharmacologyInteractions
MIBOLERONE	MIBOLERONE	CHEMBL425863	PubChem
MAPROTILINE	MAPROTILINE	CHEMBL21731	PubChem
3974			GuideToPharmacologyInteractions
9650	DAGROCORAT	CHEMBL3137304	GuideToPharmacologyInteractions
CDK1/2 INHIBITOR III	CHEMBL261720	CHEMBL261720	PubChem
6041	PHENYLEPHRINE	CHEMBL1215	GuideToPharmacologyInteractions
Serdemetan			CKB
BROMODIPHENHYDRAMINE	BROMODIPHENHYDRAMINE	CHEMBL1201245	TEND
4-MORPHOLIN-4-YL-PIPERIDINE-1-CARBOXYLIC ACID [1-(3-BENZENESULFONYL-1-PROPYL-ALLYLCARBAMOYL)-2-PHENYLETHYL]-AMIDE			PubChem
ARQ 197	TIVANTINIB	CHEMBL2103882	CancerCommons
CHEMBL1258517	PKI-179	CHEMBL1258517	ChemblInteractions
7930			GuideToPharmacologyInteractions
852180-66-6	CHEMBL549343	CHEMBL549343	PubChem
APROBARBITAL	APROBARBITAL	CHEMBL7863	PubChem
CHEMBL3707319	GRC-15300	CHEMBL3707319	ChemblInteractions
LEXATUMUMAB	LEXATUMUMAB	CHEMBL1743036	MyCancerGenome
DCL001098	CHEMBL112797	CHEMBL112797	TTD
2424			GuideToPharmacologyInteractions
2235			GuideToPharmacologyInteractions
CHEMBL606	MISOPROSTOL	CHEMBL606	ChemblInteractions
CHEMBL460102	CHEMBL460102	CHEMBL460102	PubChem
DCL001176	DANOPREVIR	CHEMBL2311191	TTD
8104	LY-2874455	CHEMBL3545264	GuideToPharmacologyInteractions
TEMSIROLIMUS	TEMSIROLIMUS	CHEMBL1201182	MyCancerGenomeClinicalTrial
790	HYPOXANTHINE	CHEMBL1427	GuideToPharmacologyInteractions
CAERULEIN SULFATED	CERULETIDE	CHEMBL1201355	PubChem
MK-473	CHEMBL79956	CHEMBL79956	PubChem
2866	PREDNISOLONE	CHEMBL131	GuideToPharmacologyInteractions
Trametinib	TRAMETINIB	CHEMBL2103875	OncoKB
TRANSFORMING GROWTH FACTOR			NCI
DAP000509	DYCLONINE	CHEMBL1201217	TTD
ERYTHROMYCIN OXIME			PubChem
120	ALNIDITAN	CHEMBL88240	GuideToPharmacologyInteractions
NNC 11-1607			PubChem
3197	CHEMBL495315	CHEMBL495315	GuideToPharmacologyInteractions
LY-517717	CHEMBL1271162	CHEMBL1271162	PubChem
[3H]ILOPROST	ILOPROST	CHEMBL494	PubChem
5855	CHEMBL196779	CHEMBL196779	GuideToPharmacologyInteractions
17 ALPHA-PROPIONATE	CB-03-01	CHEMBL3545016	PubChem
CINACALCET HYDROCHLORIDE	CINACALCET HYDROCHLORIDE	CHEMBL1200776	PubChem
7318	TRIPELENNAMINE	CHEMBL1241	GuideToPharmacologyInteractions
3508	DARUSENTAN	CHEMBL23261	GuideToPharmacologyInteractions
EF-1			NCI
272	CHEMBL274384	CHEMBL274384	GuideToPharmacologyInteractions
REMIKIREN	REMIKIREN	CHEMBL31601	PubChem
LAAM HYDROCHLORIDE	LEVOMETHADYL ACETATE HYDROCHLORIDE	CHEMBL1200817	PubChem
CHLOROMYCETNY	CHLORAMPHENICOL	CHEMBL130	PubChem
4877	ETHAMBUTOL HYDROCHLORIDE	CHEMBL1628240	GuideToPharmacologyInteractions
(1R,5R)-8,8-DIMETHYL-3-[(2-PROPYLPENTANOYL)OXY]-8-AZONIABICYCLO[3.2.1]OCTANE BROMIDE	ANISOTROPINE METHYLBROMIDE	CHEMBL1578	PubChem
IL-5			NCI
CARBIMAZOLE	CARBIMAZOLE	CHEMBL508102	TdgClinicalTrial
FLUFENAMIC ACID	FLUFENAMIC ACID	CHEMBL23588	PubChem
DCL000624	RIDAFOROLIMUS	CHEMBL2103839	TTD
CHEMBL567303	PALOSURAN	CHEMBL567303	ChemblInteractions
2398	CLOMIPRAMINE	CHEMBL415	GuideToPharmacologyInteractions
CHEMBL1409	FLUVOXAMINE MALEATE	CHEMBL1409	ChemblInteractions
CLOBAZAM	CLOBAZAM	CHEMBL70418	PubChem
D-PHENYLALANYL-N-(3-METHYLBENZYL)-L-PROLINAMIDE			PubChem
DCL000200			TTD
1628	NALMEFENE	CHEMBL982	GuideToPharmacologyInteractions
IFN ALPHA-2B	INTERFERON ALFA-2B	CHEMBL1201558	NCI
5997	CHOLESTEROL	CHEMBL112570	GuideToPharmacologyInteractions
ARABINOFURANOSYLURACIL			PubChem
(5R)-N,N-DIETHYL-5-METHYL-2-[(THIOPHEN-2-YLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE			PubChem
DCL001075	PALBOCICLIB	CHEMBL189963	TTD
DAP000436	CEFDINIR	CHEMBL927	TTD
METHICILLIN	METHICILLIN	CHEMBL575	PubChem
DCL001002			PubChem
2-[2-(4-CHLORO-PHENYLSULFANYL)-ACETYLAMINO]-3-(4-GUANIDINO-PHENYL)-PROPIONAMIDE			PubChem
9509			GuideToPharmacologyInteractions
METHYL AMINOLEVULINATE	METHYL AMINOLEVULINATE	CHEMBL1096562	PubChem
DAP000038	LABETALOL	CHEMBL429	TTD
(+-)-SALBUTAMOL SULFATE	ALBUTEROL SULFATE	CHEMBL1201026	PubChem
ETALOCIB SODIUM	ETALOCIB	CHEMBL329123	PubChem
DCL001183			TTD
607742-69-8	SB-742457	CHEMBL1083390	PubChem
CHEMBL424660	CHEMBL424660	CHEMBL424660	PubChem
RALOXIFEN	RALOXIFEN	CHEMBL1079109	TdgClinicalTrial
(3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE	CHEMBL1234200	CHEMBL1234200	PubChem
CHEMBL2107803	AVOSENTAN	CHEMBL2107803	ChemblInteractions
AS602868	AS-602868	CHEMBL129857	CIViC
FLUCLOXACILLIN SODIUM			PubChem
NOVOBIOCIN SODIUM	NOVOBIOCIN SODIUM	CHEMBL3183453	PubChem
DB04540	CHOLESTEROL	CHEMBL112570	PubChem
CHEMBL1265	ADAPALENE	CHEMBL1265	ChemblInteractions
6021			GuideToPharmacologyInteractions
9352	HARMINE	CHEMBL269538	GuideToPharmacologyInteractions
DCL000324	LOMITAPIDE	CHEMBL354541	TTD
DAP001463	CEFOZOPRAN	CHEMBL1276663	TTD
4974			GuideToPharmacologyInteractions
AL6528	CHEMBL435278	CHEMBL435278	PubChem
TICARCILLIN	TICARCILLIN	CHEMBL1449	NCI
DAP000898	MEPHENTERMINE	CHEMBL1201234	TTD
L-TYROSINE AMIDE			PubChem
ETHAMBUTOL DIHYDROCHLORIDE	CHEMBL3140361	CHEMBL3140361	PubChem
CHEMBL1200791	OXYMETAZOLINE HYDROCHLORIDE	CHEMBL1200791	ChemblInteractions
CIDOFOVIR	CIDOFOVIR	CHEMBL152	NCI
DESMOPRESSIN			TdgClinicalTrial
FLUPENTIXOLUM	FLUPENTIXOL	CHEMBL54661	PubChem
HERBIMYCIN	HERBIMYCIN	CHEMBL479533	NCI
7049	TEDUGLUTIDE	CHEMBL2104987	GuideToPharmacologyInteractions
8247			GuideToPharmacologyInteractions
9453			GuideToPharmacologyInteractions
GRAPIPRANT	GRAPIPRANT	CHEMBL3039498	PubChem
METHIMAZOLE	METHIMAZOLE	CHEMBL1515	TdgClinicalTrial
ALEMCINAL	ALEMCINAL	CHEMBL300049	PubChem
HEPATITIS B VACCINE			NCI
ACEPROMETAZINE	ACEPROMETAZINE	CHEMBL2104054	TEND
mFOLFOX6			CKB
Avastin	BEVACIZUMAB	CHEMBL1201583	CKB
ABBOTICINE	ERYTHROMYCIN STEARATE	CHEMBL1200510	PubChem
5952			GuideToPharmacologyInteractions
983	NEMONAPRIDE	CHEMBL20734	GuideToPharmacologyInteractions
8380			GuideToPharmacologyInteractions
8082			GuideToPharmacologyInteractions
257	CHEMBL114112	CHEMBL114112	GuideToPharmacologyInteractions
83	CHLORPROMAZINE	CHEMBL71	GuideToPharmacologyInteractions
(R)-(+)-NORVERAPAMIL HYDROCHLORIDE			PubChem
CATUMAXOMAB	CATUMAXOMAB	CHEMBL2108581	TALC
DULANERMIN	DULANERMIN	CHEMBL2107846	TALC
DEZOCINE	DEZOCINE	CHEMBL1685	TEND
KETOBEMIDONE	KETOBEMIDONE	CHEMBL47072	PubChem
Ceritinib	CERITINIB	CHEMBL2403108	CGI
ATOPAXAR	ATOPAXAR	CHEMBL2103856	PubChem
CHEMBL1743073	SOTATERCEPT	CHEMBL1743073	ChemblInteractions
TACROLIMUS	TACROLIMUS	CHEMBL269732	MyCancerGenomeClinicalTrial
CHEMBL2111290	TESAMORELIN ACETATE	CHEMBL2111290	ChemblInteractions
AH 13205	CHEMBL1722929	CHEMBL1722929	PubChem
57	XANOMELINE	CHEMBL21536	GuideToPharmacologyInteractions
3152			GuideToPharmacologyInteractions
SR 4233	TIRAPAZAMINE	CHEMBL50882	NCI
4,4'-DITHIODIMORPHOLINE	DITHIODIMORPHOLINE	CHEMBL582932	PubChem
2499	THYMOL	CHEMBL29411	GuideToPharmacologyInteractions
DIFFERENTIATING AGENTS			NCI
FLUOROMETHOLONE	FLUOROMETHOLONE	CHEMBL1200600	TdgClinicalTrial
APATINIB			MyCancerGenome
CHEMBL3137332	FEVIPIPRANT	CHEMBL3137332	ChemblInteractions
CHEMBL154	NAPROXEN	CHEMBL154	ChemblInteractions
NU1025	CHEMBL123904	CHEMBL123904	CKB
4836	HYDROCHLOROTHIAZIDE	CHEMBL435	GuideToPharmacologyInteractions
135	MIANSERIN	CHEMBL6437	GuideToPharmacologyInteractions
AC1NRBDB			PubChem
CHEMBL1289494	TIVOZANIB	CHEMBL1289494	ChemblInteractions
148	ERGONOVINE	CHEMBL119443	GuideToPharmacologyInteractions
DAP000204	TENECTEPLASE	CHEMBL2108791	TTD
dalantercept	Delantercept	CHEMBL2109662	CKB
5151			GuideToPharmacologyInteractions
Ombitasvir	OMBITASVIR	CHEMBL3127326	FDA
CHEMBL472	GLYBURIDE	CHEMBL472	ChemblInteractions
(Z,Z)-FARNESOL	FARNESOL	CHEMBL25308	PubChem
INCB9471	INCB-9471	CHEMBL1688243	PubChem
AZD-8848			TdgClinicalTrial
PHYSALAEMIN	PHYSALAEMIN	CHEMBL2370372	PubChem
460			GuideToPharmacologyInteractions
562			GuideToPharmacologyInteractions
PSB 1115	CHEMBL8565	CHEMBL8565	PubChem
625			GuideToPharmacologyInteractions
5257	RIOCIGUAT	CHEMBL2107834	GuideToPharmacologyInteractions
6109	CHEMBL604991	CHEMBL604991	GuideToPharmacologyInteractions
226	TEGASEROD	CHEMBL76370	GuideToPharmacologyInteractions
DICHLORPHENAMIDE	DICHLORPHENAMIDE	CHEMBL17	PubChem
1,3-DIETHYL-8-PHENYLXANTHINE	CHEMBL11348	CHEMBL11348	PubChem
CHEMBL3545293	FGF401	CHEMBL3545293	ChemblInteractions
6533			GuideToPharmacologyInteractions
CUDC-101	CUDC-101	CHEMBL598797	PubChem
DEOXYADENOSINE-TRIPHOSPHATE	CHEMBL335538	CHEMBL335538	PubChem
1-OXA-8-AZASPIRO[4.5]DECANE, 2,8-DIMETHYL-3-METHYLENE-, (R)-			PubChem
6-O-PHOSPHORYL INOSINE MONOPHOSPHATE			PubChem
8867			GuideToPharmacologyInteractions
MEGESTROL	MEGESTROL ACETATE	CHEMBL1201139	TEND
1-[4-(HYDROXYMETHYL)PHENYL]GUANIDINE			PubChem
HYDROCORTISONE	HYDROCORTISONE	CHEMBL389621	NCI
9266	ISONIAZID	CHEMBL64	GuideToPharmacologyInteractions
DAP001326			TTD
DAP000946	FENOTEROL	CHEMBL32800	TTD
6954	PALIFERMIN	CHEMBL1201821	GuideToPharmacologyInteractions
L-GLUTAMATE	L-GLUTAMATE	CHEMBL575060	PubChem
SCHEMBL2527905			PubChem
3151			GuideToPharmacologyInteractions
4266	MUSCIMOL	CHEMBL273481	GuideToPharmacologyInteractions
165	MK-212	CHEMBL269521	GuideToPharmacologyInteractions
L-168,049	CHEMBL351772	CHEMBL351772	PubChem
(2S)-OMPT	CHEMBL1395060	CHEMBL1395060	PubChem
DAP000813	FLUOCINOLONE ACETONIDE	CHEMBL989	TTD
DICLOXACILLIN	DICLOXACILLIN	CHEMBL893	PubChem
GSK4112	GSK-4112	CHEMBL1961795	PubChem
49863-47-0	GENETICIN	CHEMBL215226	PubChem
CHEMBL1201139	MEGESTROL ACETATE	CHEMBL1201139	ChemblInteractions
(2S)-1-[(2S,3S)-2-{[(2S,3S)-3-(BENZYLCARBAMOYL)OXIRAN-2-YL]FORMAMIDO}-3-METHYLPENTANOYL]PYRROLIDINE-2-CARBOXYLIC ACID			PubChem
Prasugrel	PRASUGREL	CHEMBL1201772	FDA
DCL000518	DULANERMIN	CHEMBL2107846	TTD
N-[4-(2-METHYLIMIDAZO[1,2-A]PYRIDIN-3-YL)-2-PYRIMIDINYL]ACETAMIDE	CHEMBL99842	CHEMBL99842	PubChem
BRIVANIB	BRIVANIB	CHEMBL377300	MyCancerGenome
DCL000725	VIPADENANT	CHEMBL447664	TTD
PRENALTEROL	PRENALTEROL	CHEMBL1160714	PubChem
8111			GuideToPharmacologyInteractions
DENILEUKIN DIFTITOX	DENILEUKIN DIFTITOX	CHEMBL1201550	TEND
DOXAPRAM HCL	DOXAPRAM HYDROCHLORIDE	CHEMBL1200876	PubChem
SU11274	PYRAZINAMIDE	CHEMBL614	CKB
DAP000524	CANDESARTAN	CHEMBL1016	TTD
GOSERELIN	GOSERELIN	CHEMBL1201247	TdgClinicalTrial
CALCIPOTRIOL HYDRATE			PubChem
ETIOCHOLANEDIONE	CHEMBL1230988	CHEMBL1230988	PubChem
4279	OMEPRAZOLE	CHEMBL1503	GuideToPharmacologyInteractions
DANITIN	MOMETASONE FUROATE	CHEMBL1161	PubChem
OXYGEN THERAPY			NCI
6276	CHEMBL1086339	CHEMBL1086339	GuideToPharmacologyInteractions
VUF5207	CHEMBL206548	CHEMBL206548	PubChem
9165	DICLOXACILLIN	CHEMBL893	GuideToPharmacologyInteractions
ATRASENTAN	ATRASENTAN	CHEMBL9194	PubChem
ACPA	CHEMBL418353	CHEMBL418353	PubChem
9498			GuideToPharmacologyInteractions
SULFINPYRAZONE	SULFINPYRAZONE	CHEMBL832	TEND
SCHEMBL425647			PubChem
WARFARIN	WARFARIN	CHEMBL1464	PubChem
CROFELEMER	CROFELEMER	CHEMBL2108184	TdgClinicalTrial
EP217609			TdgClinicalTrial
QUININE HEMISULFATE	QUINIDINE SULFATE	CHEMBL3707183	PubChem
EO9	APAZIQUONE	CHEMBL73822	NCI
AZD 4877	AZD-4877	CHEMBL1829433	PubChem
AMBAP5429	TACROLIMUS	CHEMBL269732	PubChem
4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE			PubChem
MRS-2693	CHEMBL1199729	CHEMBL1199729	PubChem
L-TYROSINE	TYROSINE	CHEMBL925	PubChem
THIORIDAZINE	THIORIDAZINE	CHEMBL479	TEND
CHEMBL1761	PROCYCLIDINE HYDROCHLORIDE	CHEMBL1761	ChemblInteractions
1449			GuideToPharmacologyInteractions
Chloroquine	CHLOROQUINE	CHEMBL76	FDA
DAP000293	MIANSERIN	CHEMBL6437	TTD
ADENOSINE	ADENOSINE	CHEMBL477	PubChem
AMINOPHYLLINE HYDRATE	AMINOPHYLLINE	CHEMBL1370561	PubChem
DANOPREVIR SODIUM	DANOPREVIR SODIUM	CHEMBL2364725	PubChem
CHEMBL1800807	ANACETRAPIB	CHEMBL1800807	ChemblInteractions
APC-100	APC-100	CHEMBL37676	TdgClinicalTrial
ISOTRETINOIN	ISOTRETINOIN	CHEMBL547	TEND
TEMSIROLIMUS	TEMSIROLIMUS	CHEMBL1201182	ClearityFoundationClinicalTrial
CHEMBL2103819	ROLOFYLLINE (CHEMBL2103819)	CHEMBL2103819	ChemblInteractions
Dasatnib			OncoKB
VANOXERINE DIHYDROCHLORIDE	CHEMBL543876	CHEMBL543876	PubChem
Lansoprazole	LANSOPRAZOLE	CHEMBL480	FDA
DAP001408	NAPHAZOLINE	CHEMBL761	TTD
UNII-YKU915YJNV	CHEMBL2028234	CHEMBL2028234	PubChem
962	[3H]NEMONAPRIDE	CHEMBL2261102	GuideToPharmacologyInteractions
ISOFLURANE	ISOFLURANE	CHEMBL1256	TEND
6853	WARFARIN	CHEMBL1464	GuideToPharmacologyInteractions
LU-AE58054	IDALOPIRDINE	CHEMBL3286580	TdgClinicalTrial
DCL000948			TTD
1277	CHEMBL185951	CHEMBL185951	GuideToPharmacologyInteractions
DAP000265	VARENICLINE	CHEMBL1396	TTD
5000			GuideToPharmacologyInteractions
CANDESARTAN CILEXETIL	CANDESARTAN CILEXETIL	CHEMBL1014	PubChem
CHEMBL463785	CHEMBL463785	CHEMBL463785	PubChem
FLAVIN MONONUCLEOTIDE	RIBOFLAVIN 5'-PHOSPHATE	CHEMBL1201794	PubChem
3-PHENYLPROPANE-1,2-DIOL			PubChem
VILDAGLIPTIN	VILDAGLIPTIN	CHEMBL142703	PubChem
CHEMBL1237055	HYDROMORPHONE HYDROCHLORIDE	CHEMBL1237055	ChemblInteractions
CHEMBL430798	CHEMBL430798	CHEMBL430798	PubChem
L-CITRULLINE	L-CITRULLINE	CHEMBL444814	PubChem
EM-523	CHEMBL299799	CHEMBL299799	PubChem
DCL000806	FLUPHENAZINE DECANOATE	CHEMBL1200854	TTD
CHEMBL2109084	DESMOTEPLASE	CHEMBL2109084	ChemblInteractions
NAPROXEN	NAPROXEN	CHEMBL154	TdgClinicalTrial
TKM-APOB			TdgClinicalTrial
NCIMECH_000395	ACLARUBICIN	CHEMBL502620	PubChem
HU-210	CHEMBL307696	CHEMBL307696	PubChem
N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE			PubChem
TESTOLACTONE	TESTOLACTONE	CHEMBL1571	PubChem
HYPERFORIN	HYPERFORIN	CHEMBL501711	PubChem
8276	PALOVAROTENE	CHEMBL2105648	GuideToPharmacologyInteractions
CHEMBL1373	MODAFINIL	CHEMBL1373	ChemblInteractions
5894	BECLOMETHASONE DIPROPIONATE	CHEMBL1200500	GuideToPharmacologyInteractions
Paroxetine	PAROXETINE	CHEMBL490	FDA
CABERGOLINE	CABERGOLINE	CHEMBL1201087	TdgClinicalTrial
1428	CHEMBL201943	CHEMBL201943	GuideToPharmacologyInteractions
SCOPOLAMINE	SCOPOLAMINE	CHEMBL1187846	TdgClinicalTrial
2040			GuideToPharmacologyInteractions
